Simulation	SoftwareName	JaamSim	-
Simulation	SoftwareVersion	2024-01	-
Simulation	ConfigurationFile	D:\University\Lecturer\Teaching\355\Setup_Testing\labs\rc2\RC2.cfg	-
Simulation	ScenarioNumber	1.0	-
Simulation	ScenarioIndex	{ 1 }	-
Simulation	ReplicationNumber	1.0	-
Simulation	RunNumber	1.0	-
Simulation	RunIndex	{ 1 }	-
Simulation	PresentTimeAndDate	Nov 21, 2024 15:45	-
Simulation	InitializationDuration	0.0	h
Simulation	RunDuration	168.0	h
Simulation	PresentSimulationTime	0.0	h

##### SCENARIO 1 - REPLICATION 1 #####

this.SimTime/1[h]	this.obj	[Simulation].ReplicationNumber	this.obj.TotalTime/1[h]
0.2788458522222222	PatientArrival_1	1.0	0.268225485
0.3840631069444444	PatientArrival_2	1.0	0.2775015322222222
0.6091951719444444	PatientArrival_4	1.0	0.25388787388888884
0.7867298319444445	PatientArrival_3	1.0	0.4339482558333333
0.8435265647222222	PatientArrival_5	1.0	0.31607624888888886
0.8880540255555555	PatientArrival_6	1.0	0.26043620916666665
1.1057173872222221	PatientArrival_7	1.0	0.2946146352777778
1.4726167138888888	PatientArrival_8	1.0	0.35193804305555554
1.56361854	PatientArrival_9	1.0	0.3590403205555555
1.752421608611111	PatientArrival_10	1.0	0.5186376927777777
1.7936750875	PatientArrival_11	1.0	0.2753046416666666
1.9127885455555556	PatientArrival_12	1.0	0.31396369999999996
2.009582070833333	PatientArrival_13	1.0	0.4084073483333333
2.1088494591666667	PatientArrival_14	1.0	0.34472481833333335
2.224574423611111	PatientArrival_15	1.0	0.4100064408333333
2.2483366155555555	PatientArrival_16	1.0	0.344459575
3.158652104444444	PatientArrival_17	1.0	0.2406000952777778
3.2977230977777774	PatientArrival_18	1.0	0.20631950805555554
3.829165670833333	PatientArrival_19	1.0	0.33951696833333334
4.114596396666666	PatientArrival_20	1.0	0.4706494097222222
4.283939171666667	PatientArrival_22	1.0	0.32117676305555554
4.284414791944444	PatientArrival_21	1.0	0.5443049519444444
4.433174849722222	PatientArrival_23	1.0	0.44420443222222217
4.992071375555556	PatientArrival_24	1.0	0.4438127441666666
5.069286875	PatientArrival_25	1.0	0.2650576797222222
5.495832936111111	PatientArrival_26	1.0	0.2185007836111111
5.589299455555555	PatientArrival_28	1.0	0.2018614811111111
5.678551425	PatientArrival_27	1.0	0.3455989944444444
5.73643855	PatientArrival_29	1.0	0.3164758672222222
5.8440056969444445	PatientArrival_31	1.0	0.26963511194444445
5.8912844305555545	PatientArrival_32	1.0	0.30085935166666666
5.9926563391666665	PatientArrival_30	1.0	0.5371927383333333
6.097559818333332	PatientArrival_33	1.0	0.39225714333333334
6.1606373394444445	PatientArrival_34	1.0	0.39359740749999994
6.3056345925	PatientArrival_35	1.0	0.3962163358333333
6.3658281655555555	PatientArrival_36	1.0	0.4303302058333333
6.459118255277778	PatientArrival_37	1.0	0.42594982666666664
6.548174314722222	PatientArrival_38	1.0	0.37260530666666664
6.707984476944444	PatientArrival_39	1.0	0.3325649855555556
6.796189207499999	PatientArrival_40	1.0	0.2300260711111111
6.834980109722222	PatientArrival_41	1.0	0.24237052277777776
7.009512926666666	PatientArrival_43	1.0	0.18572256
7.034314170277778	PatientArrival_42	1.0	0.2901378525
7.275450100833333	PatientArrival_44	1.0	0.41238978638888885
7.295389559999999	PatientArrival_45	1.0	0.38900110805555554
7.493368590277778	PatientArrival_46	1.0	0.4902937919444444
7.648273156666666	PatientArrival_47	1.0	0.5776036091666666
7.6637136933333325	PatientArrival_48	1.0	0.30367060555555553
7.817697178333334	PatientArrival_49	1.0	0.37463737166666666
7.923788515277778	PatientArrival_51	1.0	0.4330398791666667
7.981232663055556	PatientArrival_50	1.0	0.5126335652777777
8.641184764999998	PatientArrival_54	1.0	0.2883220530555555
8.682360176388888	PatientArrival_52	1.0	0.611500983611111
8.704077586666667	PatientArrival_53	1.0	0.5080967502777778
8.94363517388889	PatientArrival_55	1.0	0.31450978333333335
9.015939037777777	PatientArrival_57	1.0	0.20442756972222223
9.146222546944443	PatientArrival_56	1.0	0.4767700675
9.317408220277777	PatientArrival_58	1.0	0.3519047208333333
9.359216258055556	PatientArrival_59	1.0	0.2796539572222222
9.540747885277776	PatientArrival_60	1.0	0.23080191777777775
9.614378211666667	PatientArrival_64	1.0	0.162762815
9.693805766666667	PatientArrival_61	1.0	0.32989515249999996
9.793111499722222	PatientArrival_62	1.0	0.3610695516666666
9.87575422111111	PatientArrival_65	1.0	0.2327092258333333
9.91499615361111	PatientArrival_63	1.0	0.4766725125
10.009295896944446	PatientArrival_66	1.0	0.3210010958333333
10.06140279361111	PatientArrival_67	1.0	0.35883664527777775
10.184605009722222	PatientArrival_68	1.0	0.4734325222222222
10.231416476388889	PatientArrival_69	1.0	0.2885666163888889
10.408494164999999	PatientArrival_70	1.0	0.444377925
